"Date","Time","Media Type","Site Name","Mention URL","Title","Mention Content","Sentiment","Country"
"2022-03-01","08:05:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-233","Model Y UK Delivery","Adam1983 said: I’ve just got off a Live Chat with Esure. Currently have a 2020 BMW X5 30d. They said the model Y isn’t on their system yet but it should be soon. They are using the model X 75D as the comparison car. Been quoted £91.01 to swap over including £26 admin fee. Policy runs out in July. They will produce a manual insurance certificate showing Model Y long range. Online portal will show the car as Model X 75D until the MY is on their system Sixfootwo said: I was told by esure you have to drive the car for 12 months before they'll quote. I was with Esure for the model 3. I did tell them about the issue when I called back in January. Called again a couple of weeks ago and I wasn't about to take last minute chances for todays collection since I already had a favourable quote from Admiral. Being they are unable to insure it, Im getting some money back and more importantly no cancellation charges! I would advise anyone in the same boat to do what I did since last minute quotes are more often than not very favourable.","neutral","Not available"
"2022-03-01","07:41:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-233","Model Y UK Delivery","Any of you collecting at Bluewater on the 12th? Adam1983 said: I’ve just got off a Live Chat with Esure. Currently have a 2020 BMW X5 30d. They said the model Y isn’t on their system yet but it should be soon. They are using the model X 75D as the comparison car. Been quoted £91.01 to swap over including £26 admin fee. Policy runs out in July. They will produce a manual insurance certificate showing Model Y long range. Online portal will show the car as Model X 75D until the MY is on their system Was on the phone with A-Plan (my current insurer) and they have the MY on the system but are not getting any quotes back yet from over 30 suppliers. Assume others are having the same issue with various insurance companies?","neutral","Not available"
"2022-03-01","07:32:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-232","Model Y UK Delivery","Adam1983 said: I’ve just got off a Live Chat with Esure. Currently have a 2020 BMW X5 30d. They said the model Y isn’t on their system yet but it should be soon. They are using the model X 75D as the comparison car. Been quoted £91.01 to swap over including £26 admin fee. Policy runs out in July. They will produce a manual insurance certificate showing Model Y long range. Online portal will show the car as Model X 75D until the MY is on their system I was told by esure you have to drive the car for 12 months before they'll quote.","neutral","Not available"
"2022-03-01","03:16:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/insurance.253122/page-8","Insurance","I’ve just got off a Live Chat with Esure. Currently have a 2020 BMW X5 30d. They said the model Y isn’t on their system yet but it should be soon. They are using the model X 75D as the comparison car. Been quoted £91.01 to swap over including £26 admin fee. Policy runs out in July. BMW cost £450.29 to insure for the year. £500 excess. They will produce a manual insurance certificate showing Model Y long range. Online portal will show the car as Model X 75D until the MY is on their system","neutral","Not available"
"2022-03-01","03:15:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-232","Model Y UK Delivery","Nw79 said: My insurer (esure) said the car was beyond their risk tolerance so cancelled the policy waiving the fee. I went with Direct Line in the end - not the cheapest but reasonable excess. I’ve just got off a Live Chat with Esure. Currently have a 2020 BMW X5 30d. They said the model Y isn’t on their system yet but it should be soon. They are using the model X 75D as the comparison car. Been quoted £91.01 to swap over including £26 admin fee. Policy runs out in July. They will produce a manual insurance certificate showing Model Y long range. Online portal will show the car as Model X 75D until the MY is on their system","neutral","Not available"
"2022-03-01","02:57:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-232","Model Y UK Delivery","Jodami84 said: In terms of insurance, I have a reg, but it's not showing on the database yet so can't amend insurance yet. How much time did people have to swop over their policies? My insurer (esure) said the car was beyond their risk tolerance so cancelled the policy waiving the fee. I went with Direct Line in the end - not the cheapest but reasonable excess.","neutral","Not available"
"2022-02-28","20:42:00 +0000 GMT","Forum","Forum Mums Net","https://www.mumsnet.com/Talk/housekeeping/4493379-Cleaners-and-Insurance?messages=100","Cleaners and Insurance?","Cleaner here as well have an insurance policy with Simply business around £67 a year or thereabouts","neutral","United Kingdom"
"2022-02-27","14:42:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","FA57REN said: this is my username said: Yes - they are great. They are helpful, you deal with a skilled person in a local office instead of someone in a call centre. Have always been good on the couple of occasions we have made a claim. Not the cheapest but I have no intention of moving anywhere else. But that skilled person could be much more productive if they weren't handling calls from people who just want a quote. Their website should be able to take enough data to give a ballpark figure so as to funnel the number of phone calls to those who are seriously considering buying a policy. Yep, even better would be if the online form took the usual details like address, car details, date of passing test, NCB, previous claims etc that can be a pain describing on the phone, for the company to then call back either with a price or a few follow up questions... Can't remember what company it was but I've used one like that before and it worked reasonably well.","neutral","United Kingdom"
"2022-02-27","14:10:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","this is my username said: Yes - they are great. They are helpful, you deal with a skilled person in a local office instead of someone in a call centre. Have always been good on the couple of occasions we have made a claim. Not the cheapest but I have no intention of moving anywhere else. But that skilled person could be much more productive if they weren't handling calls from people who just want a quote. Their website should be able to take enough data to give a ballpark figure so as to funnel the number of phone calls to those who are seriously considering buying a policy.","neutral","United Kingdom"
"2022-02-27","12:09:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","this is my username said: you deal with a skilled person in a local office instead of someone in a call centre. this and these sorts of people tend to have their weekends off and enjoy them - its one of the reasons why they are a bit more expensive - good to deal with though - old fashioned decent service","neutral","United Kingdom"
"2022-02-27","12:07:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","this is my username said: Yes - they are great. They are helpful, you deal with a skilled person in a local office instead of someone in a call centre. Have always been good on the couple of occasions we have made a claim. Not the cheapest but I have no intention of moving anywhere else. Agreed I have been with NFU for over 20 years. Always been very helpful and claims (two) have been efficiently handled. Again not the cheapest but have never felt any desire to move","positive","United Kingdom"
"2022-02-27","11:31:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","GasEngineer said: Anyone else had experience with NFU? Yes - they are great. They are helpful, you deal with a skilled person in a local office instead of someone in a call centre. Have always been good on the couple of occasions we have made a claim. Not the cheapest but I have no intention of moving anywhere else.","neutral","United Kingdom"
"2022-02-27","11:27:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975834","Getting a car insurance quote from NFU mutual.","In the (surprising) absence of a PH Insurance section I'm posting here. Admin please move if its not the appropriate section. After seeing their TV ads I thought 'd get a quote from NFU. Their website, like all their competitors, has a ""Get A Quote"" button. Clicking this opens up four Yes/No boxes: Are you an existing customer? Are you over 80? Do you want the insurance to start within the next 30 days? Another question? Whatever combination of Yes/No you answer to the four questions it just take you to a page telling you to ring them. Which you can't on a Sunday. If it is only by phone call, I'm sure they will lose business as I can't be the only person who can't be arsed to call them when they are open and verbally go through all the questions with them. Anyone else had experience with NFU?","neutral","United Kingdom"
"2022-02-26","08:46:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=10&t=1975612","Accident, other party playing silly buggers","Had a similar situation 8 years ago in Cheddar Somerset - builder’s Transit came through light controlled roadworks on a red, while I was coming through and hit the side of my Honda - he kept driving - it was 7pm and dark, but my daughter got the business name and a partial reg. I turned round and headed in the same direction as the Transit, believing that he would stop somewhere close to look at his own damage. We found him hiding in the entrance of a closed garden centre. He was standing next to the van swinging a large lump of wood. I believe he was severely “in drink” so “strategically retreated” reported it to the police who were not interested, as no-one was hurt. Reported to my insurance, they told me the other party denied even being there. It took two and a half years to get it settled in my favour, and it all came down to an unusual blue colour paint that was on my door mirror that came from the sign writing. My insurers, Hastings Direct were brilliant in not giving up, and the legal cover I believe was used in pursuing the building company to get the driver to admit liability. Now have a dashcam in everything - it was also nice to finally get my £250 excess returned","neutral","United Kingdom"
"2022-02-23","04:18:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975011","Trade insurance for an occasional wheeler dealer","Old Merc said: I used Covea when I was semi retired, no issues at all. After ""retiring"" and closing my business premises, I worked part time from home and was paying £1.5K motor traders policy five years ago!! ( completely retired now ) Just a note OP, you mention your private cars. Remember if they are insured on the trader`s policy and anything happens, you will only get trade value pay out. I`ve always insured my Merc` SL on an agreed value classic car policy. Thanks for the heads up","negative","United Kingdom"
"2022-02-22","12:10:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=23&t=1975011","Trade insurance for an occasional wheeler dealer","rallycross said: You need to find a good broker who knows this market. Covea are usually better than bottom of the market tradex. I used Covea when I was semi retired, no issues at all. After ""retiring"" and closing my business premises, I worked part time from home and was paying £1.5K motor traders policy five years ago!! ( completely retired now ) Just a note OP, you mention your private cars. Remember if they are insured on the trader`s policy and anything happens, you will only get trade value pay out. I`ve always insured my Merc` SL on an agreed value classic car policy.","neutral","United Kingdom"
"2022-02-21","05:39:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/storm-eunice-vs-tesla-model-3.257931/page-2","Storm Eunice vs Tesla Model 3","daifly said: Update for those who are interested in the trials of insurance claims. Spoke to Novo, they couldn't help. So, esure are now lifting the car to the Tesla authorised garage (they are waiving the extra £200 excess for my choice of garage), they say there's zero chance of recovering it from the neighbour's home insurance (they will try, but unless there's negligence by the home owner) so I'm faced with the £1k excess, there's no hire car coverage as I've not chosen their garage, so I'm now renting a hire car for a couple of weeks (my other car is a Caterham, so if it stops raining at least I have some way of getting to the shops...) until I can see what the repair lead time is (and hope that the Tesla garage can find me a loan vehicle (but they have none at the moment). Then there is the house roof, there's the £300 excess, but that's my claim and I lose 2 years no claims. Because, again, it's storm damage and not negligence of the neighbour. So, at the moment, I'm close to £2k which is all mine to stump up, together with the increased premiums next year. I reckon that's more than the neighbour's excess will be to have their roof rebuilt! Everyone has a different concept of how insurance works but this seems to be how it now does. Honestly feels like Third Party, Fire and Theft might be the easier option! That sucks quite a lot, sorry to hear this.","neutral","Not available"
"2022-02-21","04:17:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/storm-eunice-vs-tesla-model-3.257931/page-2","Storm Eunice vs Tesla Model 3","Update for those who are interested in the trials of insurance claims. Spoke to Novo, they couldn't help. So, esure are now lifting the car to the Tesla authorised garage (they are waiving the extra £200 excess for my choice of garage), they say there's zero chance of recovering it from the neighbour's home insurance (they will try, but unless there's negligence by the home owner) so I'm faced with the £1k excess, there's no hire car coverage as I've not chosen their garage, so I'm now renting a hire car for a couple of weeks (my other car is a Caterham, so if it stops raining at least I have some way of getting to the shops...) until I can see what the repair lead time is (and hope that the Tesla garage can find me a loan vehicle (but they have none at the moment). Then there is the house roof, there's the £300 excess, but that's my claim and I lose 2 years no claims. Because, again, it's storm damage and not negligence of the neighbour. So, at the moment, I'm close to £2k which is all mine to stump up, together with the increased premiums next year. I reckon that's more than the neighbour's excess will be to have their roof rebuilt! Everyone has a different concept of how insurance works but this seems to be how it now does. Honestly feels like Third Party, Fire and Theft might be the easier option!","neutral","Not available"
"2022-02-19","07:43:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/storm-eunice-vs-tesla-model-3.257931/page-2","Storm Eunice vs Tesla Model 3","My advice is don't let eSure manage the repair. We had eSure manage the repair of an earlier car and the repairers did a bad job and had to rework what they had done. The reason for the £200 excess is that if you organise the repair and claim, eSure will miss out on their commission for sorting out the claim and kickbacks from high hire-car charges that you could probably get for less. Your car is worth more than £200, so use the Tesla repairer.","neutral","Not available"
"2022-02-19","02:49:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/storm-eunice-vs-tesla-model-3.257931/","Storm Eunice vs Tesla Model 3","Firstly, thanks all - that’s calmed me down! Not going to fall out with the neighbours, we’re all in the same boat with shoddy builders for the past 14 years so it’s yet more on that saga to me! And yes, enormously thankful that nobody was hurt and that the other neighbours moved their car just where a huge piece landed seconds later. The neighbour’s home insurers told them to give me the claim reference so presume they are expecting it and esure needs to claim against them (and protect my excess at the same time). Gut feel is to wait until Monday, no Tesla approved places are open until then, and see what that brings. I’ve also emailed the CEO of esure because, well, I was a bit incandescent after speaking to five people yesterday all with different stories of what to do. Not great service and nothing to recommend them so far, I’m not sure even a “calm down dear” would have worked yesterday. Glass is punctured but it’s covered with sheeting and speed taped on now so not being more damaged (unless the remainder of next door’s roof falls off today…). Am breathing again, now off to try and sort the house roof, if I fall off I’ll try and write the car off when I land on it and make the whole process easier","negative","Not available"
"2022-02-18","22:42:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/storm-eunice-vs-tesla-model-3.257931/","Storm Eunice vs Tesla Model 3","Reassurance required…. Got the car in December 2021, loving it. Yesterday morning the roof of next door’s house fell off in the storm, bits of it landing on my car. Damage is a smashed roof, dented near side rear wheel arch, massive scratch on the boot and some lighter scratching on the offside rear. Other bits of the roof went through my house roof just to add to the frustration factor and another insurance claim. I’m with esure and they have been completely unhelpful. Went from “you need to fix it yourself and come to an arrangement with the neighbour” to “we can pick it up, take it to a compound (open air, big hole in roof…) and take it to our bodyshop, which isn’t Tesla approved on Monday. Anyone got any ideas for what I should be doing? The neighbours have raised a home insurance claim and given me their insurer and claim number - but my big issue is the car is leased from Tesla so can just “any” garage fix it or does Tesla only support and work with their approved body shops? If I insist on an Tesla approved bodyshop (a mile from the house) it’s an extra £200 on the excess and no hire car in the meantime. If I could with esure’s bodyshop is the work from a non-Tesla approved place, going to be a) good and b) ok for the lease? And will this be a long exercise as most Tesla bodyshop repairs seem to be if you Google it…? It’s 6:40am, I’m lying in bed trying to work it all out in my head . Thanks for any wise words.","neutral","Not available"
"2022-02-18","14:28:00 +0000 GMT","Forum","The 75 and ZT Owners Club Forums","https://the75andztclub.co.uk/forum/showthread.php?s=099c97861536827b2725d9bd188ac59b&t=317845","praise for an insurance company.","A few years ago I was with NFU Mutual, my 2 year old Lexus was written off by me, black ice, a dual carriageway and armco do not make a good mix. They were excellent from the start, arranged everything including the hire car for up to 1 month. Even though the Lex was totalled I lost only 2 years NCB, my premium only went up marginally and,they paid out in just 2 weeks. They are expensive but if you have a problem they are on it, house insurance also, our patio window was broken on the outside pane by my wife mowing over gravel but it was sorted very quick and no increase on premium. Definitely a vote for NFU.","neutral","United Kingdom"
"2022-02-18","11:06:00 +0000 GMT","Forum","MIG Welding Forum","https://www.mig-welding.co.uk/forum/threads/car-insurance-broker-giving-me-compensation-always-complain.119527/","Car insurance broker giving me compensation! Always complain!","jerrytug said: Ok I had my immaculate Pug 205 diesel stolen a couple of weeks ago by a local. He put it back in the car park the next night, badly damaged, hotwired etc, and with a towbar bolted on, presumably for stealing trailers etc. I claimed on the insurance, or tried to, but was on the answerphone all day, a premium rate number. No email number given. Performance Direct is the brokers, and Markerstudy are the underwriters; after a googling session I got the CEO's personal email. and I sent him a VERY strongly worded complaint. Just had a very apologetic call that they are giving me £50 compensation for my wasted day! It's not a lot of money, it is just amazing they even offered anything! On another note, the forensic guy who dusted the car for fingerprints (probably 12 prints since it was a local..) told me they know who dunnit, because he has 79 previous similar offences! At what point will this character actually get locked up? After 279 offences? A thousand? The most stupid case I saw was some teenager who was in court for all the usual, stealing a car, drunk driving, no license etc etc. He had 12 previous conviction and bans, had never had a driving licence...and his punishment: Banned from driving for five years and a suspended sentence. No wonder the yobs don’t care about the cops.","neutral","United Kingdom"
"2022-02-18","10:30:00 +0000 GMT","Forum","MIG Welding Forum","https://www.mig-welding.co.uk/forum/threads/car-insurance-broker-giving-me-compensation-always-complain.119527/","Car insurance broker giving me compensation! Always complain!","jerrytug said: Ok I had my immaculate Pug 205 diesel stolen a couple of weeks ago by a local. He put it back in the car park the next night, badly damaged, hotwired etc, and with a towbar bolted on, presumably for stealing trailers etc. I claimed on the insurance, or tried to, but was on the answerphone all day, a premium rate number. No email number given. Performance Direct is the brokers, and Markerstudy are the underwriters; after a googling session I got the CEO's personal email. and I sent him a VERY strongly worded complaint. Just had a very apologetic call that they are giving me £50 compensation for my wasted day! It's not a lot of money, it is just amazing they even offered anything! On another note, the forensic guy who dusted the car for fingerprints (probably 12 prints since it was a local..) told me they know who dunnit, because he has 79 previous similar offences! At what point will this character actually get locked up? After 279 offences? A thousand? There seems zero protection for people from thieving toerags from our Police, let alone the Courts. Toerags know that the cost of incarceration is prohibitive (even if you get get the boys in blue to get the toerag into the dock), and fines are ineffectual. Zero legal concerns to put the scumbags off robbing. The only thing that would put most toerags off is the potential of being caught and then ""sorted out"" good & proper by the owner of the property. However, you can guarantee that the disinterested Police & Courts are suddenly on the case the moment any toerag has been caught by an owner and has received some ""Aversion Therapy"" from said owner (but of course only to punish the owner, and to stick their hand deep into his pocket to add insult to toerag injury and exploit the situation). It's all messed up. The Law needs to be that assets of the toerags are seized to cover the costs if apprehending the lowlife, and to provide retribution to the owner for their losses - not as now which seems is The Law doing nothing ir just adding another kick in the nuts to the injured party.","neutral","United Kingdom"
"2022-02-18","10:16:00 +0000 GMT","Forum","MIG Welding Forum","https://www.mig-welding.co.uk/forum/threads/car-insurance-broker-giving-me-compensation-always-complain.119527/","Car insurance broker giving me compensation! Always complain!","Ok I had my immaculate Pug 205 diesel stolen a couple of weeks ago by a local. He put it back in the car park the next night, badly damaged, hotwired etc, and with a towbar bolted on, presumably for stealing trailers etc. I claimed on the insurance, or tried to, but was on the answerphone all day, a premium rate number. No email number given. Performance Direct is the brokers, and Markerstudy are the underwriters; after a googling session I got the CEO's personal email. and I sent him a VERY strongly worded complaint. Just had a very apologetic call that they are giving me £50 compensation for my wasted day! It's not a lot of money, it is just amazing they even offered anything! On another note, the forensic guy who dusted the car for fingerprints (probably 12 prints since it was a local..) told me they know who dunnit, because he has 79 previous similar offences! At what point will this character actually get locked up? After 279 offences? A thousand?","neutral","United Kingdom"
"2022-02-16","18:03:00 +0000 GMT","Forum","Forum Mums Net","https://www.mumsnet.com/Talk/legal_money_matters/4481131-Help-in-cutting-monthly-outgoings?pg=4","Help in cutting monthly outgoings","Whenever I renew insurance, I go on the comparison websites and get the cheapest. Companies are desperate for new business, and I always get a better price than the quote from my current insurers. I also tend to get breakdown cover in with the car insurance, it tends to work out cheaper then getting them separately, unless one or other of the breakdown companies has an offer on. I'm jealous of your council tax though, mine's £2k for a band C property and our council charges the second highest council tax in the country.","neutral","United Kingdom"
"2022-02-15","18:27:00 +0000 GMT","Forum","Forum Mums Net","https://www.mumsnet.com/Talk/legal_money_matters/4481131-Help-in-cutting-monthly-outgoings?pg=3","Help in cutting monthly outgoings","You sound very loyal to your providers, and unquestioning of their recommendations or renewals. Never renew insurance, utilities, car breakdown etc without doing a comparison. You rarely get a better deal as an existing, loyal customer than as a new one and by a significant amount, not just a few quid. Worth checking your bank account to see if it offers insurance etc. Might be worth switching bank if not.","neutral","United Kingdom"
"2022-02-12","19:52:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=205&t=1966804&i=2880","Cost of living squeeze in 2022","I forgot to mention that when I called esure about the renewal, they went ahead and reduced the quote because I am 'a loyal customer and safe driver (no claims)"" to £380. It was still too expensive, but why not just give me that price in the first place FFS? As for who I choose to go with, the cheapest like for like cover. I always take legal, and courtesy car and I keep the excess the same, but that's about it. Breakdown comes with my car anyway. I can't take into account claims process, as *touch wood* I've never had to make a claim, and reviews are generally always going to be weighted towards people who've had a negative experience because they are more likely to shout about it. The only thing I have done is searched companies I've never heard of. For example my cheapest quotes this year were Flow, followed by Aviva. I didn't know who Flow were so looked them up to find they are basically another branch of LV.","neutral","United Kingdom"
"2022-02-12","17:05:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=205&t=1966804&i=2880","Cost of living squeeze in 2022","WelshPetrolhead said: Likewise, changed my car insurance last week. Esure 2021 - £471.50 Esure 2022 Renewal - £450.28 Comparethemarket - Flow (Liverpool Victoria) - £305.21 I was with Esure for 6 years, not because I was lazy, but because they were still the cheapest for me when I checked around, although up until this renewal quote it increased every year by a small amount (£10-15 or so). Again unrelated to being a new customer.","neutral","United Kingdom"
"2022-02-12","16:38:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=205&t=1966804&i=2880","Cost of living squeeze in 2022","Likewise, changed my car insurance last week. Esure 2021 - £471.50 Esure 2022 Renewal - £450.28 Comparethemarket - Flow (Liverpool Victoria) - £305.21 I was with Esure for 6 years, not because I was lazy, but because they were still the cheapest for me when I checked around, although up until this renewal quote it increased every year by a small amount (£10-15 or so).","neutral","United Kingdom"
"2022-02-12","16:09:00 +0000 GMT","Forum","Mercedes-Benz Owners' Forums","https://forums.mercedesclub.org.uk/index.php?threads/oddities-of-car-insurance.192731/","Oddities of car insurance","I paid £200 for my insurance for the beast through Hastings Direct premium, should be interesting what figure they come up with this year? If cheaper than result! If higher then a phone call and a good haggle will get me what i want","neutral","United Kingdom"
"2022-02-08","05:09:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-insurance-quotes-gone-live.255161/page-4","Model Y UK Insurance Quotes Gone Live","Squidge said: Hi Ethernat. My understanding is that the pre delivery number plates won't be linked to the DVLA database at the time of issue preventing auto population of the car details on Insurer's databases. Cars are not normally registered with the DVLA until 24-48 hours before delivery. However, as you have discovered, you can obtain a quote from an insurer by just enter the car details manually which remains active for around 30 days. You should be able to follow through by bringing up the quote, enter the reg and activate the insurance either via website or phone. This may have to be done nearer the time of collection. So this being my first Electric car and and also first Tesla I am shocked. Directline would not underwrite me and would not say why, Our old Ageas insurance people dont insure any electric cars at all they said, NFU insure all electric cars except tesla... finally got it with Admiral... This whole insurance industry needs a shake up. Wake up for good ness sake the world is going electric.","neutral","Not available"
"2022-02-06","12:56:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=74&t=1972597","Disc lock and insurance.","catso said: I wouldn't specify a disc lock otherwise you'll (presumably) always have to fit it which could be a PITA for short stops etc. Same for alarms etc. unless it is an actual requirement. You can bet your life if it got stolen without it fitted the insurance company would shaft you. Like the 'Garaged when at home' clause, my Insurance used to state that, if stolen from home whilst not in the locked garage then the excess would be doubled which is fair enough given that a (slight) discount was offered for using the garage but, recently they say no payout if it happens. Doesn't stop them trying to add a couple of hundred pounds every year to the renewal though... Markerstudy have the no payout when not locked in the garage clause, my new insurer just has a higher excess. Makes cleaning or working in the garden less risky. I don't declare my disclock or my at home chain for the very few times I don't use them.","neutral","United Kingdom"
"2022-02-04","07:36:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-109","Model Y UK Delivery","dazzap said: OMG Im in chat with Direct Line... ""not taking new business for Tesla anymore"". I've stumped them by suggesting if I move my Outlander to them first then I'd not be a new customer. Update - DL quote £60 more expensive on my Outlander than my existing policy with Sheila's Wheels. They can take a running jump. Might have to suffer the indignity of using Bell with their telematic box for 6 months after all. Not taking new customers? They are Tesla's Partner!","neutral","Not available"
"2022-02-04","07:08:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/model-y-uk-delivery.245526/page-109","Model Y UK Delivery","OMG Im in chat with Direct Line... ""not taking new business for Tesla anymore"". I've stumped them by suggesting if I move my Outlander to them first then I'd not be a new customer. Update - DL quote £60 more expensive on my Outlander than my existing policy with Sheila's Wheels. They can take a running jump. Might have to suffer the indignity of using Bell with their telematic box for 6 months after all.","neutral","Not available"
"2022-02-04","06:46:00 +0000 GMT","Forum","British Expats Forum","https://britishexpats.com/forum/moving-back-uk-61/car-insurance-returning-brit-eu-partner-942644/","Re: Car insurance returning Brit and EU partner","I have seen NFU Mutual recommended several times on here. https://www.nfumutual.co.uk/insuranc...car-insurance/","neutral","United Kingdom"
"2022-02-03","11:34:00 +0000 GMT","Forum","Money Saving Expert Forums","https://forums.moneysavingexpert.com/discussion/6331966/hastings-direct","Hastings direct","They claim to provide better cover than other companies. Locks, vandalism, uninsured drivers, accomadation after accident etc. However, its a higher premium and highe excess than other companies. Are they really any better?","negative","United Kingdom"
"2022-02-02","02:04:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/insurance.253122/page-3","Insurance","ukmy said: Is that currently or forever? I'm with them too and Model Y isn't listed yet when I try to change the car online. When I spoke to them last week they said its not listed yet and its best I call them closer to the delivery date. Given than even direct line dont have the MY listed I'm not at all surprised Sheilas Wheels didnt either, but the CS person I was talking said she'd gone and ""asked"" and it was still no. But I suspect the supervisor may have just been saying ""if the computer says no...."" They do give you a daily pro-rata refund so I'll wait until the day after collection (just in case, COVID and all) and then cancel if they still aren't offering it. The cheapest quote of £422 was with Bell (owned by Admiral) but you have to install a box for 6 months. On a related note.. windscreen cover will be essential but worth noting I had to wait 2 weeks to get an Outlander rear screen via Autoglass. The Tesla rep at Thorpe Park admitted spare parts for MY's will be tight until the summer so god help anyone who gets a crack in that lovely supersize front windscreen","neutral","Not available"
"2022-02-02","01:14:00 +0000 GMT","Forum","Tesla Motors Club Forum","https://teslamotorsclub.com/tmc/threads/insurance.253122/page-2","Insurance","dazzap said: I'm currently with Sheilas Wheels (owned by esure) and they aren't going to insure Model Y's!! Quite annoying as only just renewed but at least they said the £60 cancellation fee doesnt apply Is that currently or forever? I'm with them too and Model Y isn't listed yet when I try to change the car online. When I spoke to them last week they said its not listed yet and its best I call them closer to the delivery date.","neutral","Not available"
"2022-02-01","21:54:00 +0000 GMT","Forum","PistonHeads Gassing Station Forum","https://www.pistonheads.com/gassing/topic.asp?h=0&f=255&t=1955391&i=2200","Best Lease Car Deals Available? (Vol 10)","Sunnyv5 said: Hopefully getting a GTI clubsport said: I have this deal on my zenith system as well - be careful when you do the quotes the price seems to go quite a bit - which I was not able to get them to explain other than they said it is due to insurance - I live in a low risk area, the car is in the garage and I have no claims and max no claims discount - my existing insurance goes down when I add my wife on - it goes up when you add another drive with them. Its a long wait for that car and not one that I was interested in - when I have spoken to them reality is its 6 - 12 months wait for any car with them on the employee scheme - but they do have a button to select which shows cars that will be available sooner - I decided it wasnt for me as the cost would go up if I reduced my working hours and there were some other impacts for me on basic salary as its a sacrafice that I wasnt comfortable with - but if timescales work for you and you are happy with the basic car - go for it - also read the cancellation wording as well as that can be quite expensive in certain circumstances - They said on the phone that these things dont always apply but would never put them in writing Thanks - yeh that price was after inputting my details and getting the insurance quote! I found a quirk with the zenith quotes.. If you get a quote for 36 months, run a quote for 24 months then back to 36 months the cost reduces from the initial 36 month quote. Worth a try.","neutral","United Kingdom"
