"Date","Time","Site Name","Mention URL","Title","Mention Content","Star Rating"
"2022-03-31","15:14:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245b73a2b3c3c43cfc49564","Hastings Direct : Car insurance","Being one of the older generation and a novice on modern technology, I would normally rely on the telephone or face to face to conduct financial arrangements. Having a little help I was able to complete your detailed requirements to obtain insurance cover for my car. But find it difficult to find covert details when I refer back days later.","80"
"2022-03-31","15:09:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245b6162b3c3c43cfc493eb","Hastings Direct : Adviser was very helpful to setup …","Adviser was very helpful to setup insurance on my car. I am with Hastings Direct to insure My Car & My Home Insurance MORE THAN SEVEN YEARS. I am very happy with the service.","100"
"2022-03-31","14:44:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245b058c7628b203b9e5edd","Hastings Direct : Easy does it","Very easy to purchase car insurance,quick and prompt response,would definitely recommend.","100"
"2022-03-31","14:39:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245af1dc7628b203b9e5d30","Hastings Direct : Car Insurance.","Purchased my car insurance through a comparison site from Hastings Direct they were a lot cheaper for the same level of cover than my previous company . I would recommend using them .","100"
"2022-03-31","14:26:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245abe92b3c3c43cfc48649","Hastings Direct : The car insurance was a good price and…","The car insurance was a good price and the operator was very good explaining everything about the policy very happy","100"
"2022-03-31","14:24:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245ab81c7628b203b9e5865","Hastings Direct : I have motor insurance with…","I have motor insurance with HastingsDirect and home and contents insurance was at a competitive price so I switched to them for both","100"
"2022-03-31","14:23:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245ab3d2b3c3c43cfc48554","Swinton Insurance : No Documents","After purchasing a car insurance I couldn’t access my documents as my old account of 2017 still exists and the chat line couldn’t fix it","60"
"2022-03-31","14:16:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245a9c92b3c3c43cfc48360","Swinton Insurance : Competitive prices","Competitive prices, however check the small print regards theft cover, if stolen within 1 mile of the designated place of storage or locked garage! Staff can be abrupt and to the point!","60"
"2022-03-31","14:15:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245a988c7628b203b9e55a9","Hastings Direct : Quick and easy to get my car insurance","Quick and easy to get my car insurance, however not so quick on redeeming the vouchers","100"
"2022-03-31","14:10:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245a8542b3c3c43cfc48186","Hastings Direct : Van insurance","East straight forward website, excellent price and quick communication 5*","100"
"2022-03-31","14:04:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245a6cd2b3c3c43cfc47f94","Hastings Direct : Just purchased car insurance on line","Just purchased car insurance on line, therefore unable to comment at the present time.","80"
"2022-03-31","13:44:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245a2492b3c3c43cfc47999","Sainsbury's Bank : Nectar customer for many years - Rubbish Service All Promise","Nectar customer for many years. Took the dangled carrot of home insurance with double nectar points + 4,000 points as incentive. Got nothing. Phoned Sainsbury / nectar - 30 minutes to get through - then transferred. Operative filled in a form and confirmed my nectar account was on there - didn't know why I have not been credited. Suggested I callback themselves or diarise - you have to follow up if they haven't done in 2 weeks. No ability to check to check or fulfill their offer or promise. I'm now about to do car insurance and they are offering me fresh air (same carrot) again. Don't bother this is not a quality operation and it's not even cheap","20"
"2022-03-31","13:23:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62459d472b3c3c43cfc47322","RAC Breakdown Cover : Bemused","As a car insurance customer I assume that I received this offer of breakdown cover (50%) which suited me. I was a little bemused to receive a call offering a 50% off insurance cover whilst already covered.","80"
"2022-03-31","13:06:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62459949c7628b203b9e404f","Hastings Direct : My car insurance was much lower than…","My car insurance was much lower than other insurance companies","80"
"2022-03-31","13:00:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624597d9c7628b203b9e3e6b","Hastings Direct : Switched to Hastings","My present car insurance expires in April. Obscene quote off my insurers. Went on several sites, Hastings were £225.00 per year cheaper lower excess by far and better cover including RAC breakdown...See how we get on for the next 12months","100"
"2022-03-31","12:57:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624597372b3c3c43cfc46afd","Autonet Insurance : Excellent service","Excellent service, the site was easy to use and the price quoted was cheaper than other insurance quotes. My partner insured his car yesterday using the new Martin Lewis car insurance tool and I have today","100"
"2022-03-31","11:04:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62457cc42b3c3c43cfc44877","Swinton Insurance : I'm breaking up with you Swinton; it's you, not me.","Oh, Swinton. I always choose you if you're near the best quotes. But coming to change my car insurance today was so problematic. It's put me off every using you again. We're over. I wanted to change my insurance to a new car. This couldn't be a simple switch and they had to requote. And WOW. What a price hike. They quoted me over £1,100 for annual insurance. My previous premium with Swinton was £320. I was moving to an electric car, same manufacturer and a smaller model. Despite my protests, the call handler said it was the best price. I have over 10 years no-claims and am a 'mature' driver. I've never paid that much for insurance in my life. The call handler who gave me this quote was very painful to deal with, snappy and didn't seem to know the product. So I went off and found other insurance which was £800 cheaper than this quote. When I subsequently called back to cancel, that call handler did not seem to know the process at all, so much so I gave him the benefit of the doubt as I thought he may have started work today. But, it was so laborious. The 2 stars I have given were for the service on when I originally took out my car insurance and for Abbey who took my initial query this morning - she was great. Bye bye Swinton.","40"
"2022-03-31","09:46:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62456a4ec7628b203b9e03cf","Hastings Direct : Home Insurance","Already have my car insurance with Hastings Direct and was very happy with the the quote for my home insurance, very easy to do online","100"
"2022-03-31","09:36:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624568142b3c3c43cfc42ea1","Swinton Insurance : Really poor customer service and a…","Really poor customer service and a short sighted approach. I had a renewal through for my car insurance and misread it, thinking it was an automatic renewal. Then realised I needed to activate it but it had gone past the deadline and the policy had lapsed. Obviously my fault. I called to explain and say I still wanted to renew. They told me they could no longer honour the quote and the revised quote was literally double the renewal price. I would have expected a small increase given how the market works but doubling it basically told me they didn’t want me as a customer. Crazy. I went on line and within 10 mins got a quote from another provider which was equivalent to the original renewal quote. I have obviously gone with them so Swinton has lost a customer. Such a short sighted approach and not at all customer friendly. EDIT - thanks for the reply but I’m not going to spend further time on this logging on to your site and engaging with the chat. I gave feedback to your representative in the call I had. And you have all my details as I included my policy number in submitting this review so if you are genuinely interested in getting feedback you can contact me directly.","40"
"2022-03-31","09:21:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6245648cc7628b203b9dfd11","Ageas : Car Insurance Last minute","Easy, clear and great website. I found this policy easy to understand and it was clear about what was and was not inclusive. Hope I don't need to use it, however great to see brilliant reviews and ratings, awards. thanks, Natasha","100"
"2022-03-30","23:08:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244d4c0c7628b203b9dbf61","Hastings Direct : Couldn’t fault them in the slightest.","I personally found Hastings to be really good, no issues, the premium was very reasonable, the staff were excellent. The only reason I left them was because I went onto a car subscription service which has their own fleet policy attached. Couldn’t fault them in the slightest.","100"
"2022-03-30","22:36:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244cd782b3c3c43cfc3e82a","Hastings Direct : I got a quote from hasting after being…","I got a quote from hasting after being with a different insurance company previously and having an accident that wasnt my fault, i struggled to buy my insurance online but a quick phonecall and i was insured and on the road again, very polite and helpful people would definitely reccomend.","100"
"2022-03-30","22:05:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244c62c2b3c3c43cfc3e2ff","Hastings Direct : Brilliant savings","Took out house insurance, which was a good price.Got it fifty pounds cheaper than my previous insurer, so was well impressed.Also got my car insurance with Hasting Direct so l knew l would be given as fair price.Everything nice and easy no complaints so far .","100"
"2022-03-30","21:12:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244b9bec7628b203b9dab4f","Admiral Insurance : Increased my premium!","I moved to admiral, at the beginning of this month, from Sheila’s wheels due to the premium coming up better on comparison sites. I received an email today to tell me that my scheduled payments had increased due to a database being checked and there being a mismatch on my information. I called up to request detail on what had happened. I was told that I hadn’t declared an incident that happened three years ago whereby someone crashed into the back of my wife’s car whilst I was driving. The agent told me that this made me more likely to have a claim in future; for the fact that someone crashed into me! I my premium increased by another £55 or so including a £30 administration fee. Disgusting. I’ve used Admiral in the past and have come back to them several times. I’ll never use them again after this. Since when does being a victim make you more likely to become an assailant? Policy No. P70019373","20"
"2022-03-30","21:09:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244b8f6c7628b203b9daa97","Geoffrey Insurance : Car insurance","Straight forward application in Gocompare site","100"
"2022-03-30","20:30:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244afc32b3c3c43cfc3ce42","Hastings Direct : All I want for my car","All I want is for my car to have fully comprehensive insurance. Hastings Direct is what fits right now.","100"
"2022-03-30","19:49:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244a62c2b3c3c43cfc3c349","Zenith Insurance : Easy to sign up to become a zenith…","Easy to sign up to become a zenith customer with car insurance. Thank you.","100"
"2022-03-30","18:32:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624494172b3c3c43cfc3acfb","Hastings Direct : If I could give 0 stars I definitely would","If I could give 0 stars I definitely would!! Do not go to this insurance company. I had a crash a week ago and have asked my insurance company for a courtesy car 3 times and each time I have been declined! I was told the garage which are repairing my car will be able to give me a courtesy car and they have told me if I need a courtesy car - I can’t get one until July and my car won’t get fixed until then. My insurance covers courtesy cars - I’ve been told that I’m liable for one but they can’t give me one. I am 5 months pregnant. I have told my insurance this every time I have phoned. I can’t be without a car due to being able to get to & from appointments. Don’t go with Hastings!!","20"
"2022-03-30","17:20:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624483502b3c3c43cfc395ef","1st CENTRAL Insurance : Michelle D proved that my bad initial experience was not normal. Faith restored� Hearing customers when legitimate complaints arise is a prized quality from an insurer!","*EDIT* as a result of lodging a complaint, Michelle called and rectified everything and left me convinced my experience was a bizarre event in no way indicative of 1stCentral's culture. Hence 1star is now 5star. Be prepared to be ambushed mid-policy by requests for information they already have and know that you can't possibly get, or your policy is effectively invalid unless you pay them more, and therefore the policy never was valid from the outset (try claiming in that situation).. After being asked well into the policy to provide my 25yrs NCB, I subsequently managed to get one of them to admit that nothing after 9+ years even affects one's premium in any case! (another way to rip us off) The cooling off period after taking out a policy is 14days, but First central started sending emails a month later telling me I had to pay over twice the agreed fee for the policy unless I could produce evidence of my 25years no claims. No insurance company with decent customer service would make us just through that hoop. Anybody who has made claims will tell you, the insurance companies know about it, and they know when you haven't had accidents, claims or ""tips"" from the Police. This is why most car insurance companies don't perform the charade of asking for NCBs. There's literally no point. They have the information. Or they all do except 1st Central if manager Lee is to be believed, and we ignore that the system he says ""tips"" them off is exactly the information he is claiming they don't have so vehemently. It gets worse, as I understandably wanted to cancel my policy (which had clearly been worthless from the start, in practice unclaimable anyway) 1st Central want to charge us over £200 for only a month's phoney cover if I cancel. First I spoke to Akhona, who was clearly amused at how absurd the new fee was. I appreciated that humour because it was obviously nuts even by 1st Central's standards. Our £300+ policy became £600+ unless we provide proof of 25 years No claims. Remember this contact came fully two weeks after the policies cooling off period ended! Please Note that Manager Lee Campbell says that everybody has to pay a large admin fee to cancel even within their cooling off period. Not a cooling off period then, is it? So once told by Akhona that she had no power to sort the daft situation, I asked kindly if I could speak to somebody who could do something to correct things. Enter Manager Lee Campbell. Navigating the mantras of denial (fully half the call was him explaining that I couldn't cut in and interrupt him, somewhat ironically), it readily became apparent that he would brickwall any idea that 1st Central was at fault for the crazy fees or moving the goalposts far outside of the cooling off period, nor excepting that poor admin and service granted us every right to cancel without paying their huge unjustified fees. 1st Central's fees by the way are exorbitant, in this case over £230 with just £94 of our annual premium being returned to us for just a month of cover which was void anyway according to their new stipulations. I've lodged formal complaints with their Complaints department, which for some reason ""isn't customer facing"", but best believe we are now looking at the legal options to recover our money. We're also planning to be extremely active in spreading our awful experience with 1st Central far and wide. Don't be fooled by the good reviews here, they've clearly just paid up and not had to claim or deal with them ♂️ All we want to do is cancel and go to an insurer that will just get on with it without the BS, but 1st Central wants to charge us nearly a full year's fee just to cancel after a month because their service is clearly poor next to Esure, Privilege, swift, Octopus, Admiral, Aviva.. you name them, we've been with them and they were all better than 1st Central, not once springing this sort of scam outside of their cooling off periods. If I had known I had to muck about chasing previous insurers (who can't be arsed to dig out NCBs), I'd have cancelled immediately and dealt with another insurer. Bottom line, you cannot cancel your policy with 1st Central, whatever they get up to, without being slapped with enormous fees that even their managers struggle to explain or account for. Maybe I just got a bad egg on the phone, but given this experience I recommend anyone to avoid insuring with 1st Central like the plague. Please give this review a thumbs up if you found it useful, I don't want anyone else out there to get an email on their Bday demanding an additional sum of money greater than the original annual payment! To be clear, we are customers in our forties who've never claimed on car insurance in our lives and declared everything correctly for the policy.","100"
"2022-03-30","17:05:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62447fbac7628b203b9d63e1","Swinton Insurance : I’d heard many vehicle insurance…","I’d heard many vehicle insurance premiums had gone down this year and my car certainly has. I was hoping motorbike may be the same. I do believe premiums should go down if no claim or points added and up if they have.","80"
"2022-03-30","17:03:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62447f58c7628b203b9d634b","esure : Car insurance","Good price and no problem","100"
"2022-03-30","16:55:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62447d562b3c3c43cfc38d6f","Markerstudy : Shockingly bad","Shockingly bad. They deserve minus stars if I could give them. How can a company like this be able to operate? I bought car insurance via DialDirect and only discovered it was underwritten by Zenith/ Marker Study when I had an accident. Since been passed by DialDirect to Mark Study I have made zero progress, and spent over 3-1/2 hours on hold trying to call them either to be cut off or just transferred and put on hold again. I wish I read these posting before buying my insurance. Anything to do with Marker Study .. AVOID at all costs.","20"
"2022-03-30","16:22:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624475a02b3c3c43cfc38256","Zenith Insurance : Zenith car insurance","Easy to set up, good price. Hopefully they will be as good if I need to use for accident etc. But so far so good","100"
"2022-03-30","16:20:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6244754ec7628b203b9d54d5","Ageas : Easy to obtain car insurance","Easy to obtain car insurance though website took only 10mins and was covered when my existing insurance ran out for a much better price. Would recommend it to anyone who wants cheaper car insurance for same policy","100"
"2022-03-30","14:58:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624461f6c7628b203b9d398f","esure : Highly Recommend","From start to finish ESURE online car insurance has been excellent. Had to go into account online to amend details and it was exceptionally easy to follow and complete. Very happy and will consider moving other insurances on renewal. Highly recommend.","100"
"2022-03-30","14:51:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624460512b3c3c43cfc3642f","esure : Car insurance","Quick and easy to arrange and most importantly affordable.","100"
"2022-03-30","14:29:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62445b232b3c3c43cfc35d3a","Hastings Direct : Beware of our experience","My wife and I took out a multi car insurance believing with all their advertising they were a reputable insurance provider. But unfortunately our experience was:- We suffered a broken rear tailgate window and we had to wait 10 days with the car covered up in our driveway and unusable to accommodate their preferred repairer. We decided to sell one of our cars to purchase a new one. And there was a lead time on its delivery. Expecting a refund as we had time to run on policy instead we were charged a cancellation fee. We are disgusted with our experience of Hastings Direct.","20"
"2022-03-30","13:51:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624452432b3c3c43cfc35159","esure : AVOID ESURE at all costs!","Do NOT use esure. I had an accident, Esure turned up, I have fully comprehensive insurance. Esure turned up, said they would talk to the garage, then told me: we won't repair your car, it's your problem, here is 1,320 pounds and go away please. no courtesy car (despite it being in my insurance) and nothing else. making me waste two weeks of my time in the mean time. Utterly useless, including Rye Street Bishops Stortford for which I will leave another review. Please do NOT use them at all. In case you wonder who I am, it's an Alfa Romeo Giulia Quadrifoglio, registration starts with WP66 Will make an official complaint to Esure as well as taking them to whoever authority that is. --- In reply to your comment (Esure) --- I have already raised an official complaint yet to be answered. I have also checked with all the alfa romeo forums and the offer is less than a third than what it should be. Disgraceful to say the least.","20"
"2022-03-30","13:49:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624451dfc7628b203b9d23f3","Swinton Insurance : Fair price motor insurance Excellent…","Fair price motor insurance Excellent service level","100"
"2022-03-30","13:20:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62444af02b3c3c43cfc347b7","Provident Insurance : Kiran","Kiran The process was straightforward and Kiran was patient and helpful whilst I retrieved the various information required. She was also very knowledgeable about the law and car insurance requirements.","100"
"2022-03-30","11:51:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62443632c7628b203b9d009d","Hastings Direct : Great renewal quote and customer service","A great website, it’s easy to navigate and use. I was quoted a highly competitive premium to renew my car insurance and I switched provider. I love to App too, really easy to use.","100"
"2022-03-30","11:21:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62442f472b3c3c43cfc324a4","Zenith Insurance : Excellent service","Cheapest quote when comparing like for like on my old policy. Fairly easy to set up on line though I encountered a problem when registering on line to get my documents. To solve the problem I had to call their customer service centre next day. This I did and got though quite quickly where the gentleman I spoke to was polite, efficient and sorted the problem out in minutes. Overall a pleasant experience if there is such a thing with car insuranc.","100"
"2022-03-30","11:20:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62442ed0c7628b203b9cf728","Ageas : I've had car insurance through Ageas…","I've had car insurance through Ageas before but always through an agent but by doing it direct I've found myself saving money, which was simple and easy to do.","100"
"2022-03-30","10:31:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624423792b3c3c43cfc315a9","The AA Breakdown Cover : Pleased with the special premium…","Pleased with the special premium because I had taken out car insurance. Very satisfied with breakdown experience.","60"
"2022-03-30","10:14:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62441f79c7628b203b9ce39d","RAC Breakdown Cover : Absolutely dreadful car insurance","Absolutely dreadful car insurance. They use their name and then hide behind a a company called Markerstudy, they don’t answer the phone, reply to emails and keep sending conflicting requests, 3 months I have still not been paid out for my claim and no hire car whilst waiting, as they say my car has been written off. Avoid at all costs. If you don’t believe me check out the Facebook page ‘Markerstudy Ripped Off Group’","20"
"2022-03-30","10:12:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62441ef32b3c3c43cfc31007","Markerstudy : STAY WELL AWAY FROM THIS USELESS COMPANY","Someone made a claim against me and Marker study didnt even get in touch with me to ask what happened or advise me someone had made a claim against me. The only way i found out was because the no claims bonus on my renewal changed so i phoned to query it. when i phoned up to ask what had gone on they told me that they had settled a claim on my account as a fault claim and paid out the other party. At no point did they get in touch with me about it, then a few weeks after i phoned them they sent out a letter saying I had been involved in an accident and wanted to know the details. I have tried to get in touch with them at least 10 times and each time I have spoken to someone who cannot help, eveytime you ask to speak to someone higher they say that you cant because its their proceedure, I have been promised call backs from managers but have never had one. STAY WELL AWAY FROM THIS COMPANY, THEY ARE USELESS AND DONT DO ANYTHING TO HELP","20"
"2022-03-30","08:35:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62440845843a1a3bf6ca85c1","Swinton Insurance : Van engine died after 2 months and…","Van engine died after 2 months and wasn't worth fixing, so had to cancel insurance....they charged me pretty much the remaining amount of my policy to cancel...£80 that's disgusting!","20"
"2022-03-30","06:03:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6243e4a3843a1a3bf6ca6e7b","Markerstudy : Took the insurance through Bennett’s…","Took the insurance through Bennett’s and apparently the insurer was markerstudy which I only realised after my accident. It was non-fault accident which was captured on helmet camera. From the day of accident the claim was handled by 4thDimension and took my motorcycle away for storage and assessment. Filled all the forms and sent evidences to 4thDimension; they said I do not have to pay excess as it is non-fault and provided me with a curtesy motorcycle of same class. 2 days later received text message from markerstudy saying to contact them. Upon contacting , a rude lady was very hesitant to each explanation or whatever I say. After reporting the incident they said I had to pay excess and won’t be getting a curtesy bike. I told them the claim is already dealing with 4thDimension , this sounds surprising for the customer representative!. Then they said they want to assess vehicle , I asked them to contact 4thDimension. I thought all those stops there, 4thDimension informed me that the bike is Cat B and will be paid market value. Then I received a text from markerstudy saying that they have assessed my bike which is repairable and repairer will be in touch with me soon. Long story short, after an accident no one want to go through all these confusing hassles and non-supportive insurance companies even if it’s non-fault. At any cost avoid these guys and Bennett’s","20"
"2022-03-29","23:10:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624383bb843a1a3bf6ca5286","Zenith Insurance : Recently changed my car insurance with…","Recently changed my car insurance with Zenith and was pleased with the price and the ease of which I was able to do so so far would recommend","100"
"2022-03-29","18:07:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62433cd0843a1a3bf6ca04fe","esure : Two policies on same car","No problems or issues with Esure over past 3 years. However, when it comes to renewal...I was sent my renewal offer which was cheaper than last year (always a bonus); I still ran it through the aggregated insurance sites and got an even cheaper quote from esure. So obviously I bought that policy. Didn't cancel auto renew as you actually have to ring up.....so assumed a double policy on same car would show up and it would get cancelled. Well, I now have two policies on the same car and Esure have taken two months of instalments from my bank account despite the fact that I pay the premium in full every year! I have tried calling them on the phone 4 times now at different times of day but can never get through. I have tried live chat 3 times but no one is available and they advise to use the phone. So, I am a week into my new policy and I still haven't been able to contact anybody at Esure to recover my money and cancel one of the policies. As long as you don't need to contact them - they appear to be a good company with a keen price on policies.","40"
"2022-03-29","17:31:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6243346ef144199fc9cdb5a8","Swinton Insurance : A car policy at a price to please most customers.","A car policy with a known brand at an extremely competitive price coupled with an easy to navigate website enabling me to tailor my policy to my requirements. Well worth a visit.","100"
"2022-03-29","17:20:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/624331b0843a1a3bf6c9f516","Markerstudy : Don't represent you correctly in an…","Don't represent you correctly in an insurance claim. Despite dashcam evidence showing the other driver at fault they did not fight my case when the third party claimed some false information. On top of that they are impossible to get hold of and I have still not had the car repair because of their admin errors. Honestly the worse company of any kind I have dealt with.","20"
"2022-03-29","17:08:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62432ee8843a1a3bf6c9f0be","esure : Enormous admin fees!","Avoid! Moved house and called them. Waited an hour on hold and they told me that their system was down. Eventually, when I updated my address they charged me £26 admin fee. Recently got rid of my car and cancelled the insurance they charged £60 for this. Easy money. Reply: It's funny, here on Trustpilot they always pretend they will sort out it for you and then when you contact them nothing is done anyway.","20"
"2022-03-29","17:05:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62432e45f144199fc9cdac5d","Autonet Insurance : Worst insurance company I have ever dealt with","I would avoid this company at all costs. Have been lied to, over charged and I would never trust my business with them.","20"
"2022-03-29","16:56:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62432c39843a1a3bf6c9ecbb","esure : Well","Well, the AI robots have sent me the chance to review my getting of car insurance before I've had chance to receive the paperwork... And the year is 2022 So, sort out your programming, admin, comms before just sitting back and idly letting the bots do your thinking eh...","20"
"2022-03-29","16:55:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62432bdbf144199fc9cda8f5","Hastings Direct : Great insurance for my motorbike","Great insurance for my motorbike","80"
"2022-03-29","15:39:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62431a0a843a1a3bf6c9d3f1","Zenith Insurance : Very happy","Very happy with car insurance","80"
"2022-03-29","15:24:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62431687843a1a3bf6c9cf3d","Hastings Direct : Car Ins.","Extremely satisfied with the service and very competitive price.","100"
"2022-03-29","15:11:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6243138b843a1a3bf6c9cb0e","esure : Terrible service","Terrible service, I wanted to change my car mid contract and was quoted £500 on the phone to esure over what I was quoted online. I was told it was because they can't apply discount mid contract, that just sounds like BS to me. So I paid to exit my contract and take the new one to save £300. Then the person on the phone didn't tell me I was in the 14 day cooling period so didn't have to pay the full exit fee Absolutely useless, my last year with esure","20"
"2022-03-29","15:11:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6243138cf144199fc9cd87e3","esure : Be careful of Esure's automatic policy renewal","Be careful of this company's automatic renewal on car insurance. On your account you can't see whether your policy will renew automatically or not. And if you want to cancel automatic renewal, Esure don't let you do it on their website. Instead they make you call their rather useless supposed 'customer services' which keep you waiting in a queue listening to irrelevant recorded messages.","20"
"2022-03-29","14:28:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6243096bf144199fc9cd7aee","esure : Extremely smooth and effortless process…","Extremely smooth and effortless process of commencing my new car insurance. If only all companies could follow the same simple process. Hats off to you guys and a big thank you.","100"
"2022-03-29","13:53:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62430146843a1a3bf6c9b3bc","Hastings Direct : I have been with Hastings direct car…","I have been with Hastings direct car insurance for over 6 years, Friday I called to transfer my insurance to a brand new car, went through all the formalities despite the quote being high drove 50 miles home, spent all weekend driving my daughter around in the new car. I did a compare the market today and rang to query the price and discovered that my policy had NOT been transferred to my new vehicle, so for the past 6 days I have been driving illegally on the road, with my child down the motorways etc only by grace that I haven't had an accident, I'm so upset and furious, but trying to get a manager or someone on the phone is next to impossible.","20"
"2022-03-29","13:49:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/62430046f144199fc9cd6f3d","Markerstudy : Confusing, baffling and puzzling","Hard to contact via phone. After 3 hours of waiting finally got to speak to someone who could NOT help. They said their Co-part deals with the claims. (Co-part being their actual words) Then gave me another number to call, which when answered, called themselves 4th Dimension. This company also takes ages to answer their phone. 4th Dimension said ''call Markers study, we only deal with collecting damaged vehicles,, I did this for days, calling one then the other both stating ''NOT US CALL THE OTHER,, After an accident the last thing you want to do is run around in this manner. They do have a type chat room system which takes about 1 hour to get connected to someone. The type talk has a waiting time displayed, after a few times of using this service, I learnt to ignore it. I challenge you to see if you get an assistant in ten minutes. I tried this service a few times, It's like talking to AI (artificial intelligence). They repeat things which you don't understand rather than explain it to you. Needless to say this type talk service had no value to me regarding trying to make a claim. I've never experienced this with any insurance company in my life and I'm not a young driver and motorcyclist.","20"
"2022-03-29","12:46:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6242f19ff144199fc9cd5d4f","NFU Mutual : This company is brilliant","This company is brilliant. - Very personable people - Very efficient - Super quick (two weeks) to sort out a claim, even though it involved a Foreign vehicle. (This took my previous company 6 months) - No hold time for phone calls - Easy to speak to an actual person - Super easy to change my policy when I got a new car. I could not fault anything with them.","100"
"2022-03-29","12:37:00 +0100 BST","Trustpilot Reviews","https://www.trustpilot.com/reviews/6242ef75843a1a3bf6c99dba","Hastings Direct : Great value and competitive price","Good, quick transaction for car insurance would highly recommend","100"
